Organisation Code;Organisation Name;All Procedures - Total HES Procedures;All Procedures - Total Pre-Op Qs;All Procedures - Participation Rate;All Procedures - Total Linked;All Procedures - Linkage rate;All Procedures - Total Q2s sent to date;All Procedures - Issue rate;All Procedures - Total Q2s returned to date;All Procedures - Response rate;Hip Replacement - Total HES Procedures;Hip Replacement - Total Pre-Op Qs;Hip Replacement - Participation Rate;Hip Replacement - Total Linked;Hip Replacement - Linkage rate;Hip Replacement - Total Q2s sent to date;Hip Replacement - Issue rate;Hip Replacement - Total Q2s returned to date;Hip Replacement - Response rate;Primary Hip Replacement - Total HES Procedures;Primary Hip Replacement - Total Pre-Op Qs;Primary Hip Replacement - Participation Rate;Primary Hip Replacement - Total Linked;Primary Hip Replacement - Linkage rate;Primary Hip Replacement - Total Q2s sent to date;Primary Hip Replacement - Issue rate;Primary Hip Replacement - Total Q2s returned to date;Primary Hip Replacement - Response rate;Revision Hip Replacement - Total HES Procedures;Revision Hip Replacement - Total Pre-Op Qs;Revision Hip Replacement - Participation Rate;Revision Hip Replacement - Total Linked;Revision Hip Replacement - Linkage rate;Revision Hip Replacement - Total Q2s sent to date;Revision Hip Replacement - Issue rate;Revision Hip Replacement - Total Q2s returned to date;Revision Hip Replacement - Response rate;Knee Replacement - Total HES Procedures;Knee Replacement - Total Pre-Op Qs;Knee Replacement - Participation Rate;Knee Replacement - Total Linked;Knee Replacement - Linkage rate;Knee Replacement - Total Q2s sent to date;Knee Replacement - Issue rate;Knee Replacement - Total Q2s returned to date;Knee Replacement - Response rate;Primary Knee Replacement - Total HES Procedures;Primary Knee Replacement - Total Pre-Op Qs;Primary Knee Replacement - Participation Rate;Primary Knee Replacement - Total Linked;Primary Knee Replacement - Linkage rate;Primary Knee Replacement - Total Q2s sent to date;Primary Knee Replacement - Issue rate;Primary Knee Replacement - Total Q2s returned to date;Primary Knee Replacement - Response rate;Revision Knee Replacement - Total HES Procedures;Revision Knee Replacement - Total Pre-Op Qs;Revision Knee Replacement - Participation Rate;Revision Knee Replacement - Total Linked;Revision Knee Replacement - Linkage rate;Revision Knee Replacement - Total Q2s sent to date;Revision Knee Replacement - Issue rate;Revision Knee Replacement - Total Q2s returned to date;Revision Knee Replacement - Response rate;CSVYear
NT235;NUFFIELD HEALTH, SHREWSBURY HOSPITAL;231;168;0.7272727;162;0.9642857;167;0.9940476;142;0.8502994;85;61;0.7176471;59;0.9672131;61;1;56;0.9180328;85;59;0.6941176;59;1;59;1;55;0.9322034;0;0;0;0;0;0;0;0;0;146;107;0.7328767;103;0.9626168;106;0.9906542;86;0.8113208;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2018/19
NT238;NUFFIELD HEALTH, TAUNTON HOSPITAL;249;286;11.485.944;277;0.9685315;286;1.0;256;0.8951049;137;160;11.678.832;157;0.98125;160;1;145;0.90625;137;157;11.459.854;157;1;157;1;142;0.9044586;0;0;0;0;0;0;0;0;0;112;126;1.125;120;0.952381;126;1;111;0.8809524;*;120;10.810.811;*;1;120;1;107;0.8916667;*;0;*;0;0;0;0;0;0;2016/17
NT238;NUFFIELD HEALTH, TAUNTON HOSPITAL;122;157;12.868.852;156;0.9936306;157;1.0;139;0.8853503;65;87;13.384.615;86;0.9885057;87;1;75;0.862069;65;86;13.230.769;86;1;86;1;75;0.872093;0;0;0;0;0;0;0;0;0;57;70;12.280.702;70;1;70;1;64;0.9142857;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NT238;NUFFIELD HEALTH, TAUNTON HOSPITAL;269;264;0.9814126;244;0.9242424;264;1.0;216;0.8181818;147;144;0.9795918;133;0.9236111;144;1;118;0.8194444;*;133;*;133;1;133;1;115;0.8646617;*;0;*;0;0;0;0;0;0;122;120;0.9836066;111;0.925;120;1;98;0.8166667;*;111;0.9173554;*;1;111;1;94;0.8468468;*;0;*;0;0;0;0;0;0;2018/19
NT237;NUFFIELD HEALTH, TEES HOSPITAL;561;621;11.069.519;490;0.7890499;620;0.9983897;509;0.8209677;239;268;11.213.389;217;0.8097015;268;1;215;0.8022388;226;206;0.9115044;206;1;206;1;165;0.8009709;13;11;0.8461538;11;1;11;1;6;0.5454545;322;353;10.962.733;273;0.7733711;352;0.9971671;294;0.8352273;310;264;0.8516129;264;1;263;0.9962121;225;0.8555133;12;9;0.75;9;1;9;1;6;0.6666667;2016/17
NT237;NUFFIELD HEALTH, TEES HOSPITAL;690;655;0.9492754;621;0.9480916;649;0.9908397;522;0.8043143;300;294;0.98;275;0.9353741;292;0.9931973;233;0.7979452;284;263;0.9260563;263;1;263;1;216;0.8212928;16;12;0.75;12;1;12;1;7;0.5833333;390;361;0.925641;346;0.9584488;357;0.9889197;289;0.8095238;375;335;0.8933333;335;1;334;0.9970149;276;0.8263473;15;11;0.7333333;11;1;11;1;4;0.3636364;2017/18
NT237;NUFFIELD HEALTH, TEES HOSPITAL;571;548;0.9597198;526;0.959854;543;0.9908759;416;0.7661142;231;213;0.9220779;205;0.9624413;211;0.9906103;159;0.7535545;224;*;*;*;*;*;*;*;*;7;*;*;*;*;*;*;*;*;340;335;0.9852941;321;0.958209;332;0.9910448;257;0.7740964;331;314;0.9486405;314;1;314;1;245;0.7802548;9;7;0.7777778;7;1;7;1;5;0.7142857;2018/19
NT210;NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER;259;205;0.7915058;190;0.9268293;205;1.0;169;0.8243902;121;91;0.7520661;83;0.9120879;91;1;79;0.8681319;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;138;114;0.826087;107;0.9385965;114;1;90;0.7894737;138;107;0.7753623;107;1;107;1;87;0.8130841;0;0;0;0;0;0;0;0;0;2016/17
NT210;NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER;195;173;0.8871795;165;0.9537572;173;1.0;143;0.8265896;89;77;0.8651685;74;0.961039;77;1;65;0.8441558;*;*;*;*;*;*;*;62;*;*;*;*;*;*;*;*;0;*;106;96;0.9056604;91;0.9479167;96;1;78;0.8125;106;91;0.8584906;91;1;91;1;75;0.8241758;0;0;0;0;0;0;0;0;0;2017/18
NT210;NUFFIELD HEALTH, THE GROSVENOR HOSPITAL, CHESTER;208;177;0.8509615;171;0.9661017;177;1.0;147;0.8305085;108;93;0.8611111;90;0.9677419;93;1;78;0.8387097;108;90;0.8333333;90;1;90;1;77;0.8555556;0;0;0;0;0;0;0;0;0;100;84;0.84;81;0.9642857;84;1;69;0.8214286;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2018/19
NT239;NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL;13;34;26.153.846;29;0.8529412;34;1.0;26;0.7647059;6;28;46.666.667;23;0.8214286;28;1;20;0.7142857;6;23;38.333.333;23;1;23;1;18;0.7826087;0;0;0;0;0;0;0;0;0;7;6;0.8571429;6;1;6;1;6;1;7;6;0.8571429;6;1;6;1;6;1;0;0;0;0;0;0;0;0;0;2016/17
NT239;NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL;55;26;0.4727273;21;0.8076923;25;0.9615385;21;0.84;15;8;0.5333333;6;0.75;7;0.875;7;1;*;6;*;6;1;6;1;6;1;*;0;*;0;0;0;0;0;0;40;18;0.45;15;0.8333333;18;1;14;0.7777778;40;15;0.375;15;1;15;1;13;0.8666667;0;0;0;0;0;0;0;0;0;2017/18
NT239;NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL;76;67;0.8815789;65;0.9701493;67;1.0;58;0.8656716;34;30;0.8823529;30;1;30;1;26;0.8666667;34;30;0.8823529;30;1;30;1;26;0.8666667;0;0;0;0;0;0;0;0;0;42;37;0.8809524;35;0.9459459;37;1;32;0.8648649;*;35;0.8536585;*;1;35;1;31;0.8857143;*;0;*;0;0;0;0;0;0;2018/19
NT224;NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL;179;143;0.7988827;115;0.8041958;142;0.993007;121;0.8521127;102;68;0.6666667;63;0.9264706;68;1;58;0.8529412;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;77;75;0.974026;52;0.6933333;74;0.9866667;63;0.8513514;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NT224;NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL;217;182;0.8387097;166;0.9120879;180;0.989011;149;0.8277778;110;96;0.8727273;88;0.9166667;96;1;82;0.8541667;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;107;86;0.8037383;78;0.9069767;84;0.9767442;67;0.797619;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NT224;NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL;209;182;0.8708134;162;0.8901099;180;0.989011;148;0.8222222;97;87;0.8969072;76;0.8735632;87;1;72;0.8275862;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;112;95;0.8482143;86;0.9052632;93;0.9789474;76;0.8172043;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2018/19
NT214;NUFFIELD HEALTH, WESSEX HOSPITAL;209;349;16.698.565;257;0.7363897;348;0.9971347;288;0.8275862;113;158;13.982.301;133;0.8417722;158;1;134;0.8481013;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;96;191;19.895.833;124;0.6492147;190;0.9947644;154;0.8105263;96;*;*;*;*;*;*;*;0.8455285;0;*;*;*;*;*;*;0;*;2016/17
NT214;NUFFIELD HEALTH, WESSEX HOSPITAL;320;425;1.328.125;362;0.8517647;423;0.9952941;340;0.8037825;162;203;12.530.864;172;0.8472906;203;1;170;0.8374384;162;172;10.617.284;172;1;172;1;148;0.8604651;0;0;0;0;0;0;0;0;0;158;222;14.050.633;190;0.8558559;220;0.990991;170;0.7727273;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NT214;NUFFIELD HEALTH, WESSEX HOSPITAL;339;413;12.182.891;364;0.8813559;410;0.9927361;324;0.7902439;166;190;11.445.783;177;0.9315789;190;1;156;0.8210526;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;173;223;12.890.173;187;0.838565;220;0.9865471;168;0.7636364;*;187;10.935.673;*;1;187;1;155;0.828877;*;0;*;0;0;0;0;0;0;2018/19
NT241;NUFFIELD HEALTH, WOKING HOSPITAL;54;55;10.185.185;43;0.7818182;55;1.0;39;0.7090909;25;27;1.08;20;0.7407407;27;1;19;0.7037037;25;20;0.8;20;1;20;1;16;0.8;0;0;0;0;0;0;0;0;0;29;28;0.9655172;23;0.8214286;28;1;20;0.7142857;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NT241;NUFFIELD HEALTH, WOKING HOSPITAL;27;25;0.9259259;20;0.8;25;1.0;18;0.72;13;12;0.9230769;10;0.8333333;12;1;8;0.6666667;13;10;0.7692308;10;1;10;1;8;0.8;0;0;0;0;0;0;0;0;0;14;13;0.9285714;10;0.7692308;13;1;10;0.7692308;14;10;0.7142857;10;1;10;1;8;0.8;0;0;0;0;0;0;0;0;0;2017/18
NT241;NUFFIELD HEALTH, WOKING HOSPITAL;0;0;0.0;0;0.0;0;0.0;0;0.0;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018/19
NT242;NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL;277;256;0.9241877;227;0.8867188;255;0.9960938;214;0.8392157;134;115;0.858209;111;0.9652174;114;0.9913043;96;0.8421053;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;143;141;0.986014;116;0.822695;141;1;118;0.8368794;143;116;0.8111888;116;1;116;1;99;0.8534483;0;0;0;0;0;0;0;0;0;2016/17
NT242;NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL;309;244;0.789644;226;0.9262295;243;0.9959016;203;0.8353909;133;103;0.7744361;93;0.9029126;102;0.9902913;88;0.8627451;*;93;*;93;1;93;1;81;0.8709677;*;0;*;0;0;0;0;0;0;176;141;0.8011364;133;0.9432624;141;1;115;0.8156028;176;133;0.7556818;133;1;133;1;112;0.8421053;0;0;0;0;0;0;0;0;0;2017/18
NT242;NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL;338;197;0.5828402;181;0.9187817;196;0.9949239;155;0.7908163;142;90;0.6338028;81;0.9;90;1;74;0.8222222;142;81;0.5704225;81;1;81;1;70;0.8641975;0;0;0;0;0;0;0;0;0;196;107;0.5459184;100;0.9345794;106;0.9906542;81;0.7641509;*;100;0.5154639;*;1;100;1;78;0.78;*;0;*;0;0;0;0;0;0;2018/19
NT245;NUFFIELD HEALTH, YORK HOSPITAL;300;336;1.12;294;0.875;334;0.9940476;294;0.8802395;151;150;0.9933775;144;0.96;149;0.9933333;129;0.8657718;145;*;*;*;*;*;*;*;*;6;*;*;*;*;*;*;*;*;149;186;12.483.221;150;0.8064516;185;0.9946237;165;0.8918919;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NT245;NUFFIELD HEALTH, YORK HOSPITAL;317;292;0.9211356;278;0.9520548;291;0.9965753;250;0.8591065;161;152;0.9440994;147;0.9671053;151;0.9934211;131;0.8675497;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;156;140;0.8974359;131;0.9357143;140;1;119;0.85;150;*;*;*;*;*;*;*;*;6;*;*;*;*;*;*;*;*;2017/18
NT245;NUFFIELD HEALTH, YORK HOSPITAL;374;330;0.8823529;321;0.9727273;329;0.9969697;278;0.8449848;172;153;0.8895349;151;0.9869281;153;1;130;0.8496732;163;*;*;*;*;*;*;*;*;9;*;*;*;*;*;*;*;*;202;177;0.8762376;170;0.960452;176;0.9943503;148;0.8409091;193;164;0.8497409;164;1;163;0.9939024;140;0.8588957;9;6;0.6666667;6;1;6;1;6;1;2018/19
NHW02;NUFFIELD HOSPITAL (STANDARD HEALTH);29;0;0.0;0;0.0;0;0.0;0;0.0;14;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;*;0;0;*;0;0;0;0;0;*;0;*;0;0;0;0;0;0;2018/19
NT244;NUFFIELD HOSPITAL OXFORD (THE MANOR);178;202;11.348.315;176;0.8712871;202;1.0;155;0.7673267;143;151;10.559.441;144;0.9536424;151;1;114;0.7549669;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;35;51;14.571.429;32;0.627451;51;1;41;0.8039216;35;32;0.9142857;32;1;32;1;26;0.8125;0;0;0;0;0;0;0;0;0;2016/17
NT244;NUFFIELD HOSPITAL OXFORD (THE MANOR);156;155;0.9935897;141;0.9096774;155;1.0;128;0.8258065;123;117;0.9512195;109;0.9316239;117;1;96;0.8205128;123;*;*;*;*;*;*;90;*;0;*;*;*;*;*;*;0;*;33;38;11.515.152;32;0.8421053;38;1;32;0.8421053;33;32;0.969697;32;1;32;1;27;0.84375;0;0;0;0;0;0;0;0;0;2017/18
NT244;NUFFIELD HOSPITAL OXFORD (THE MANOR);119;132;11.092.437;123;0.9318182;131;0.9924242;106;0.8091603;68;72;10.588.235;67;0.9305556;71;0.9861111;60;0.8450704;*;67;*;67;1;67;1;57;0.8507463;*;0;*;0;0;0;0;0;0;51;60;11.764.706;56;0.9333333;60;1;46;0.7666667;51;56;10.980.392;56;1;56;1;44;0.7857143;0;0;0;0;0;0;0;0;0;2018/19
NVC12;OAKLANDS HOSPITAL;439;349;0.7949886;309;0.8853868;348;0.9971347;241;0.6925287;158;128;0.8101266;121;0.9453125;128;1;92;0.71875;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;281;221;0.7864769;188;0.8506787;220;0.9954751;149;0.6772727;*;188;0.6714286;*;1;188;1;134;0.712766;*;0;*;0;0;0;0;0;0;2016/17
NVC12;OAKLANDS HOSPITAL;461;375;0.813449;321;0.856;373;0.9946667;251;0.6729223;176;146;0.8295455;122;0.8356164;144;0.9863014;101;0.7013889;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;285;229;0.8035088;199;0.8689956;229;1;150;0.6550218;279;*;*;*;*;*;*;*;0.6717172;6;*;*;*;*;*;*;0;*;2017/18
NVC12;OAKLANDS HOSPITAL;432;352;0.8148148;314;0.8920455;347;0.9857955;225;0.648415;184;142;0.7717391;134;0.943662;141;0.9929577;95;0.6737589;178;*;*;*;*;*;*;*;*;6;*;*;*;*;*;*;*;*;248;210;0.8467742;180;0.8571429;206;0.9809524;130;0.631068;*;180;0.7317073;*;1;179;0.9944444;117;0.6536313;*;0;*;0;0;0;0;0;0;2018/19
NVC13;OAKS HOSPITAL;366;371;10.136.612;323;0.8706199;369;0.9946092;305;0.8265583;161;175;10.869.565;150;0.8571429;174;0.9942857;140;0.8045977;161;150;0.931677;150;1;150;1;125;0.8333333;0;0;0;0;0;0;0;0;0;205;196;0.9560976;173;0.8826531;195;0.994898;165;0.8461538;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NVC13;OAKS HOSPITAL;249;409;16.425.703;199;0.4865526;405;0.99022;272;0.6716049;129;212;16.434.109;108;0.509434;210;0.990566;145;0.6904762;129;108;0.8372093;108;1;108;1;88;0.8148148;0;0;0;0;0;0;0;0;0;120;197;16.416.667;91;0.4619289;195;0.9898477;127;0.6512821;120;91;0.7583333;91;1;91;1;78;0.8571429;0;0;0;0;0;0;0;0;0;2017/18
NVC13;OAKS HOSPITAL;43;543;12.627.907;32;0.0589319;530;0.9760589;356;0.6716981;19;228;12;14;0.0614035;223;0.9780702;153;0.6860987;19;14;0.7368421;14;1;14;1;11;0.7857143;0;0;0;0;0;0;0;0;0;24;315;13.125;18;0.0571429;307;0.9746032;203;0.6612378;24;18;0.75;18;1;18;1;16;0.8888889;0;0;0;0;0;0;0;0;0;2018/19
NTX51;ONE HEALTH GROUP - BARLBOROUGH TREATMENT CENTRE;7;0;0.0;0;0.0;0;0.0;0;0.0;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018/19
NTX12;ONE HEALTH GROUP CLINIC - CLAREMONT;56;109;19.464.286;33;0.3027523;109;1.0;99;0.9082569;16;44;2.75;9;0.2045455;44;1;41;0.9318182;16;9;0.5625;9;1;9;1;9;1;0;0;0;0;0;0;0;0;0;40;65;1.625;24;0.3692308;65;1;58;0.8923077;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NTX12;ONE HEALTH GROUP CLINIC - CLAREMONT;44;80;18.181.818;22;0.275;79;0.9875;56;0.7088608;17;23;13.529.412;7;0.3043478;23;1;17;0.7391304;*;7;*;7;1;7;1;6;0.8571429;*;0;*;0;0;0;0;0;0;27;57;21.111.111;15;0.2631579;56;0.9824561;39;0.6964286;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2017/18
NTX12;ONE HEALTH GROUP CLINIC - CLAREMONT;31;73;23.548.387;23;0.3150685;72;0.9863014;56;0.7777778;14;26;18.571.429;10;0.3846154;25;0.9615385;20;0.8;14;10;0.7142857;10;1;10;1;7;0.7;0;0;0;0;0;0;0;0;0;17;47;27.647.059;13;0.2765957;47;1;36;0.7659574;17;13;0.7647059;13;1;13;1;13;1;0;0;0;0;0;0;0;0;0;2018/19
NTX11;ONE HEALTH GROUP CLINIC - THORNBURY;174;294;16.896.552;123;0.4183673;293;0.9965986;214;0.7303754;83;145;1.746.988;62;0.4275862;145;1;106;0.7310345;*;62;*;62;1;62;1;43;0.6935484;*;0;*;0;0;0;0;0;0;91;149;16.373.626;61;0.409396;148;0.9932886;108;0.7297297;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;2016/17
NTX11;ONE HEALTH GROUP CLINIC - THORNBURY;141;219;15.531.915;85;0.3881279;215;0.9817352;145;0.6744186;61;97;15.901.639;41;0.4226804;94;0.9690722;68;0.7234043;61;41;0.6721311;41;1;41;1;33;0.804878;0;0;0;0;0;0;0;0;0;80;122;1.525;44;0.3606557;121;0.9918033;77;0.6363636;*;44;0.5714286;*;1;44;1;33;0.75;*;0;*;0;0;0;0;0;0;2017/18
NTX11;ONE HEALTH GROUP CLINIC - THORNBURY;155;174;11.225.806;92;0.5287356;173;0.9942529;124;0.716763;69;81;1.173.913;39;0.4814815;80;0.9876543;56;0.7;69;39;0.5652174;39;1;39;1;28;0.7179487;0;0;0;0;0;0;0;0;0;86;93;10.813.953;53;0.5698925;93;1;68;0.7311828;86;53;0.6162791;53;1;53;1;43;0.8113208;0;0;0;0;0;0;0;0;0;2018/19
NTX01;ONE HEALTH GROUP LTD;14;0;0.0;0;0.0;0;0.0;0;0.0;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016/17
NTX01;ONE HEALTH GROUP LTD;33;0;0.0;0;0.0;0;0.0;0;0.0;14;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017/18
NTX01;ONE HEALTH GROUP LTD;40;0;0.0;0;0.0;0;0.0;0;0.0;22;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018/19
AVQ;ONE HEALTHCARE;0;0;0.0;0;0.0;0;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;*;*;0;*;*;*;0;*;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016/17
AVQ;ONE HEALTHCARE;151;237;15.695.364;0;0.0;233;0.9831224;142;0.6094421;59;96;16.271.186;0;0;94;0.9791667;58;0.6170213;*;0;*;0;0;0;0;0;0;*;0;*;0;0;0;0;0;0;92;141;15.326.087;0;0;139;0.9858156;84;0.6043165;*;0;0;*;0;0;0;0;0;*;0;*;0;0;0;0;0;0;2017/18
AVQ;ONE HEALTHCARE;319;362;11.347.962;256;0.7071823;359;0.9917127;266;0.7409471;109;129;11.834.862;89;0.6899225;129;1;96;0.744186;109;89;0.8165138;89;1;89;1;70;0.7865169;0;0;0;0;0;0;0;0;0;210;233;11.095.238;167;0.7167382;230;0.9871245;170;0.7391304;*;*;*;*;*;*;*;*;0.8242424;*;*;*;*;*;*;*;0;*;2018/19
NQM01;ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE;0;56;0.0;0;0.0;56;1.0;51;0.9107143;0;39;0;0;0;39;1;35;0.8974359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;17;1;16;0.9411765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016/17
NQM01;ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE;29;53;18.275.862;30;0.5660377;53;1.0;48;0.9056604;17;28;16.470.588;18;0.6428571;28;1;25;0.8928571;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;12;25;20.833.333;12;0.48;25;1;23;0.92;12;12;1;12;1;12;1;10;0.8333333;0;0;0;0;0;0;0;0;0;2017/18
NQM01;ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE;45;55;12.222.222;40;0.7272727;55;1.0;42;0.7636364;27;32;11.851.852;23;0.71875;32;1;25;0.78125;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;*;18;23;12.777.778;17;0.7391304;23;1;17;0.7391304;*;17;1;*;1;17;1;12;0.7058824;*;0;*;0;0;0;0;0;0;2018/19
RTH;OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST;1390;2095;15.071.942;1299;0.6200477;2086;0.9957041;1478;0.7085331;871;994;1.141.217;801;0.805835;990;0.9959759;701;0.7080808;737;695;0.9430122;695;1;693;0.9971223;528;0.7619048;134;106;0.7910448;106;1;106;1;81;0.7641509;519;1101;21.213.873;498;0.4523161;1096;0.9954587;777;0.7089416;398;404;10.150.754;404;1;404;1;315;0.779703;121;94;0.7768595;94;1;94;1;66;0.7021277;2016/17
RTH;OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST;1827;2097;11.477.833;1631;0.7777778;2069;0.9866476;1373;0.6636056;849;931;10.965.842;748;0.8034372;914;0.9817401;618;0.6761488;695;648;0.9323741;648;1;644;0.9938272;488;0.757764;154;100;0.6493506;100;1;99;0.99;67;0.6767677;978;1166;1.192.229;883;0.7572899;1155;0.990566;755;0.6536797;838;781;0.9319809;781;1;779;0.9974392;593;0.7612323;140;102;0.7285714;102;1;102;1;73;0.7156863;2017/18
RTH;OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST;1644;1793;10.906.326;1316;0.7339654;1776;0.9905187;1137;0.6402027;781;863;11.049.936;655;0.7589803;854;0.9895713;560;0.6557377;654;578;0.883792;578;1;571;0.9878893;421;0.737303;127;77;0.6062992;77;1;77;1;57;0.7402597;863;930;10.776.362;661;0.7107527;922;0.9913978;577;0.6258134;767;604;0.7874837;604;1;601;0.9950331;450;0.7487521;96;57;0.59375;57;1;57;1;35;0.6140351;2018/19
NVC14;PARK HILL HOSPITAL;109;352;32.293.578;316;0.8977273;351;0.9971591;290;0.8262108;50;178;3.56;166;0.9325843;177;0.994382;146;0.8248588;50;166;3.32;166;1;165;0.9939759;140;0.8484848;0;0;0;0;0;0;0;0;0;59;174;29.491.525;150;0.862069;174;1;144;0.8275862;59;150;25.423.729;150;1;150;1;130;0.8666667;0;0;0;0;0;0;0;0;0;2016/17
NVC14;PARK HILL HOSPITAL;138;360;26.086.957;307;0.8527778;358;0.9944444;269;0.7513966;65;176;27.076.923;149;0.8465909;176;1;131;0.7443182;65;*;*;*;*;*;*;*;*;0;*;*;*;*;*;*;*;*;73;184;25.205.479;158;0.8586957;182;0.9891304;138;0.7582418;73;*;*;*;*;*;*;*;*;0;*;*;*;*;*;*;*;*;2017/18
NVC14;PARK HILL HOSPITAL;135;480;35.555.556;363;0.75625;478;0.9958333;309;0.6464435;64;201;3.140.625;164;0.8159204;201;1;124;0.6169154;*;*;*;*;*;*;*;110;*;*;*;*;*;*;*;*;0;*;71;279;39.295.775;199;0.7132616;277;0.9928315;185;0.66787;*;199;29.264.706;*;1;199;1;152;0.7638191;*;0;*;0;0;0;0;0;0;2018/19
NTPH5;PENINSULA NHS TREATMENT CENTRE;788;604;0.7664975;532;0.8807947;603;0.9983444;532;0.8822554;361;253;0.700831;247;0.9762846;253;1;230;0.9090909;347;*;*;*;*;*;*;*;*;14;*;*;*;*;*;*;*;*;427;351;0.8220141;285;0.8119658;350;0.997151;302;0.8628571;406;272;0.6699507;272;1;272;1;242;0.8897059;21;13;0.6190476;13;1;13;1;11;0.8461538;2016/17
NTPH5;PENINSULA NHS TREATMENT CENTRE;961;969;10.083.247;707;0.7296182;954;0.9845201;765;0.8018868;457;437;0.9562363;321;0.7345538;433;0.9908467;358;0.8267898;432;304;0.7037037;304;1;304;1;260;0.8552632;25;17;0.68;17;1;17;1;15;0.8823529;504;532;10.555.556;386;0.7255639;521;0.9793233;407;0.78119;486;376;0.7736626;376;1;376;1;296;0.787234;18;10;0.5555556;10;1;10;1;8;0.8;2017/18
